source,target
501,586
515,586
690,827
741,879
750,964
630,871
835,671
980,755
891,632
678,868
622,827
610,839
761,745
730,589
613,714
947,514
656,982
825,815
655,828
807,807
534,526
696,600
521,944
803,551
926,820
966,661
742,919
669,727
625,884
749,660
817,726
595,792
572,918
625,832
542,633
735,999
982,908
957,744
945,523
681,962
993,913
593,805
562,872
816,722
506,575
554,585
818,670
756,682
911,803
738,680
859,854
515,803
560,910
811,611
635,868
536,629
547,695
867,527
641,833
689,789
772,830
736,946
502,914
697,993
883,720
754,907
534,974
686,702
762,514
706,591
777,679
862,671
796,836
580,599
801,824
550,959
706,982
869,716
586,576
795,956
699,911
778,681
619,820
503,801
619,898
732,606
621,749
828,549
973,541
711,939
862,822
756,970
808,724
671,791
562,992
950,779
975,712
589,658
644,881
729,763
854,504
841,525
600,978
533,906
640,903
968,910
580,539
777,574
840,872
750,903
803,923
893,552
531,928
634,565
685,623
938,925
904,685
997,855
562,583
974,809
812,533
952,620
763,552
594,790
691,737
917,793
622,769
931,510
540,805
933,530
675,680
525,788
506,945
847,854
959,909
929,557
828,633
763,692
594,614
679,913
895,855
595,612
565,934
696,724
727,614
991,687
807,609
565,582
658,563
814,710
847,536
967,561
976,833
716,561
932,967
965,655
886,770
749,721
775,947
612,566
1000,930
839,857
914,999
875,914
825,613
853,642
745,914
528,598
889,936
671,609
956,587
676,764
552,919
892,797
909,976
671,718
659,536
592,723
551,543
703,514
925,1000
934,802
996,688
586,514
663,909
692,999
914,734
830,531
998,968
872,615
942,576
798,553
999,527
874,604
975,888
907,612
529,741
674,799
830,790
780,640
858,559
639,543
735,642
945,687
778,692
850,933
606,799
845,924
802,818
699,561
678,651
911,515
749,763
863,897
776,587
639,905
992,564
676,681
964,903
647,920
876,651
875,929
646,598
924,529
924,549
917,515
588,959
968,935
958,587
645,953
754,709
865,588
683,985
746,819
682,864
727,997
986,734
846,579
817,973
897,832
691,514
552,923
546,708
677,991
563,523
659,556
792,778
932,654
983,508
742,929
547,647
755,760
571,740
734,568
896,771
508,987
741,508
748,689
928,525
610,820
786,751
963,517
685,856
926,729
995,719
554,565
805,729
605,909
674,804
709,524
751,689
674,881
717,579
655,973
918,940
894,995
586,944
642,504
970,910
809,865
751,617
737,768
559,610
725,724
666,903
850,587
888,857
858,818
868,854
863,753
923,754
889,630
850,795
981,730
606,508
652,960
831,535
636,671
906,532
526,962
674,850
884,855
792,786
829,657
915,874
618,569
527,877
620,857
791,657
947,708
919,626
821,523
774,594
708,714
647,846
808,881
529,685
537,887
946,513
902,715
580,684
844,535
543,890
535,962
887,620
660,985
545,930
867,508
676,774
753,611
973,933
969,508
890,762
651,920
601,580
811,686
638,998
804,543
695,788
541,822
720,676
964,849
626,840
540,702
649,576
514,744
790,644
761,540
871,864
661,524
552,992
630,941
543,615
626,971
700,629
695,591
882,665
612,686
857,989
807,798
734,667
627,580
913,776
688,592
790,979
744,585
621,758
697,830
622,979
536,900
519,898
816,900
738,939
957,754
841,718
596,760
875,668
770,650
635,928
578,857
901,626
570,871
520,893
661,990
676,503
673,792
626,528
952,813
891,516
825,920
955,949
739,520
761,959
926,846
606,537
909,701
965,532
661,584
943,829
959,881
578,673
752,938
790,994
602,501
582,716
819,962
736,769
828,827
634,784
939,603
652,678
667,851
526,734
628,622
624,808
695,968
811,942
795,822
802,839
839,821
899,574
872,632
594,707
585,665
916,579
884,777
689,583
625,749
552,976
815,810
646,904
701,558
829,687
598,770
938,890
520,820
587,575
862,963
665,898
765,959
942,638
667,622
683,695
597,575
613,570
634,677
690,907
981,995
937,970
579,787
909,810
892,717
987,876
753,950
636,923
694,768
500,746
702,636
637,547
783,668
893,992
817,547
909,754
862,934
891,950
717,508
933,678
934,516
574,902
542,985
602,906
624,883
894,597
536,628
584,936
670,803
631,991
820,972
507,619
897,976
780,956
527,755
979,560
722,638
865,771
758,725
609,770
912,538
844,556
509,785
546,704
934,960
958,538
935,920
966,629
738,893
