source,target
513,758
889,946
613,881
740,525
744,980
700,651
788,675
703,586
677,765
886,523
851,933
992,784
538,893
982,673
629,507
858,529
850,732
726,985
587,787
599,547
711,500
742,549
872,974
612,730
943,755
860,926
553,983
726,690
661,643
600,640
769,951
781,826
707,768
635,791
976,612
563,998
963,768
793,589
904,660
993,786
766,901
590,1000
557,923
866,781
913,547
912,691
624,938
790,727
737,677
901,698
924,845
695,810
624,523
807,655
799,613
761,683
669,619
977,800
883,563
985,874
925,936
706,730
849,543
975,844
910,835
776,541
803,526
879,863
923,739
771,803
717,501
635,902
733,917
879,549
920,592
750,709
569,641
876,549
728,551
751,548
553,724
645,967
1000,892
731,949
667,610
611,605
510,819
811,718
943,695
726,678
882,977
764,908
837,721
936,597
563,566
562,568
872,798
782,741
683,676
686,672
733,846
934,883
589,995
765,837
523,977
867,860
515,799
978,649
711,587
846,610
904,991
790,777
835,884
682,573
994,544
858,674
506,983
941,877
587,890
569,916
751,844
897,693
934,721
958,607
912,651
605,546
588,583
535,844
578,840
769,674
681,783
864,949
606,685
646,589
654,684
894,817
839,624
920,664
581,681
599,949
864,669
746,583
906,743
668,980
587,707
668,999
613,577
684,917
764,753
656,934
563,933
758,601
675,590
857,795
594,933
752,834
621,959
783,804
567,821
600,977
658,541
811,649
847,542
888,669
837,829
881,549
575,587
919,765
561,777
609,922
923,945
689,913
661,618
966,831
719,900
871,999
639,804
813,584
752,606
763,752
518,919
536,855
918,592
828,930
600,701
912,520
802,867
582,879
613,733
703,845
635,958
533,856
883,657
895,847
808,744
790,850
774,880
650,566
545,736
696,523
730,669
848,693
658,580
693,963
974,791
860,692
622,932
710,585
940,783
816,603
744,641
505,556
847,693
779,808
740,661
684,769
652,519
541,808
784,720
779,856
561,971
605,813
703,936
882,949
574,854
757,572
956,761
657,825
918,550
869,570
925,686
557,881
723,836
901,805
902,582
783,881
614,954
721,631
995,668
965,511
524,669
591,625
961,532
700,796
657,634
588,580
905,630
934,569
682,851
533,692
653,619
999,643
999,689
894,796
764,672
525,649
891,879
696,903
831,505
554,890
515,993
781,967
977,758
947,660
822,953
516,509
688,548
878,598
818,686
859,986
592,614
724,852
709,695
700,911
506,569
891,655
590,865
808,679
962,808
915,553
791,841
531,964
567,858
743,573
581,966
800,609
856,954
647,796
673,548
754,552
735,705
528,761
581,900
816,673
968,659
523,939
781,638
813,710
621,968
709,913
727,773
700,550
829,553
929,693
991,502
528,527
727,625
975,576
766,585
506,557
747,877
945,747
550,754
958,659
897,775
619,874
949,837
609,655
588,784
789,973
602,675
943,674
733,630
817,950
761,616
710,664
608,779
747,831
893,561
593,573
520,689
581,886
647,788
738,555
765,692
949,612
717,865
643,654
527,560
830,667
812,984
510,773
865,619
818,720
720,636
627,998
555,830
695,514
968,718
815,766
995,998
918,861
671,894
771,884
883,595
866,536
836,734
537,998
923,914
575,722
885,581
529,503
921,806
924,745
785,718
981,906
523,940
962,730
950,723
871,614
557,805
927,608
570,930
883,805
653,802
739,742
820,635
588,965
664,812
944,961
719,580
560,798
583,570
734,786
786,880
652,634
813,536
996,883
570,555
695,529
801,787
705,653
888,865
660,954
652,692
791,987
872,709
902,830
665,568
957,587
822,734
694,885
589,912
786,889
783,540
869,707
859,759
615,520
549,633
715,792
656,589
653,505
759,766
699,508
634,596
614,616
545,973
944,553
805,955
877,571
917,873
738,813
939,697
580,856
575,854
920,769
503,799
529,544
818,725
540,951
806,891
868,576
624,640
876,866
771,658
629,871
987,931
843,999
877,565
602,639
789,831
841,516
529,621
798,570
963,847
558,550
823,569
954,870
903,784
831,974
817,542
951,706
820,987
995,887
628,957
624,982
663,638
867,929
670,998
510,994
808,775
698,880
647,764
560,589
849,809
795,723
650,838
894,571
978,953
871,695
927,860
787,696
660,747
786,634
957,917
561,517
723,867
618,606
626,501
655,968
575,900
522,670
747,622
512,542
891,904
588,521
691,507
647,873
896,556
675,543
907,959
955,894
666,978
806,529
581,659
914,608
