source,target
963,740
730,515
511,817
912,936
960,936
646,638
849,742
880,985
695,663
833,563
537,961
662,881
814,865
921,573
663,521
720,895
705,531
888,520
500,553
726,769
645,610
878,984
870,810
731,968
588,842
538,977
553,916
682,877
525,850
726,931
862,631
568,786
946,552
750,984
916,667
934,916
985,853
531,765
813,583
863,631
768,541
998,911
897,925
814,500
893,747
928,970
749,829
790,878
757,985
545,904
921,762
694,537
942,745
617,775
673,659
578,936
628,625
622,968
919,705
778,812
779,861
695,908
587,742
721,545
758,667
597,645
635,786
721,617
926,506
782,636
903,532
628,858
966,990
648,943
743,599
918,977
612,808
628,589
697,681
849,755
527,803
850,527
728,852
923,605
755,761
888,721
989,794
824,887
673,913
615,860
663,813
972,874
870,739
996,697
590,805
678,997
758,783
523,689
626,849
911,524
835,639
963,608
543,507
563,748
557,674
680,626
912,540
626,933
569,679
544,584
986,720
728,799
582,891
806,959
729,699
925,575
993,500
573,618
803,801
767,926
699,764
965,818
823,989
703,742
667,687
975,935
765,731
722,909
932,811
556,885
725,500
941,749
942,920
814,865
532,565
834,727
672,506
727,558
801,611
976,827
698,768
991,995
732,528
690,921
951,744
736,520
727,957
621,620
614,915
794,957
882,919
629,667
673,933
808,513
614,744
973,773
807,850
770,730
647,652
909,904
900,855
756,590
828,782
983,709
543,726
784,887
590,829
703,917
957,858
959,821
944,749
825,952
618,837
765,876
531,608
836,864
894,827
838,843
600,867
803,728
545,787
824,589
833,691
709,619
537,675
814,848
855,819
891,926
621,639
609,609
718,868
712,873
829,719
963,597
910,862
749,841
531,662
677,958
705,744
644,589
820,794
549,738
513,702
616,691
762,957
932,726
820,792
988,560
693,882
534,702
502,795
657,727
901,619
560,841
783,733
572,869
746,828
920,980
595,865
851,625
602,725
840,583
958,628
537,595
851,684
733,773
744,570
926,538
597,525
858,882
530,616
540,982
667,780
926,557
632,747
992,712
779,746
570,908
556,688
945,772
664,849
796,642
710,989
534,807
841,627
585,796
512,785
585,535
728,813
738,708
701,513
614,765
649,700
794,823
840,855
864,724
540,752
729,947
851,536
745,822
549,826
943,546
556,568
805,901
701,932
861,868
644,556
520,557
779,577
630,688
798,923
937,548
716,560
757,781
800,562
951,694
588,847
983,586
502,817
651,710
881,613
946,653
519,539
978,998
889,830
780,803
998,884
634,784
872,885
866,656
550,513
632,741
839,590
513,644
562,990
984,922
563,940
809,944
572,634
575,962
512,690
754,648
551,784
579,520
962,838
692,550
751,653
593,787
559,933
823,787
860,610
708,632
785,657
713,504
971,926
575,758
543,872
780,693
828,709
798,683
832,525
818,612
992,613
986,716
677,708
941,772
678,750
997,866
870,613
993,952
745,850
869,580
688,791
543,602
618,577
987,772
964,552
911,916
795,934
759,675
600,804
744,702
903,988
576,878
579,522
957,744
673,978
673,555
666,937
962,645
566,947
682,811
725,619
561,926
619,895
584,945
879,730
622,870
551,909
797,848
699,947
625,876
857,799
520,716
986,984
970,919
810,634
732,801
888,694
830,586
693,868
845,716
805,980
883,570
770,608
683,742
755,757
995,994
847,609
947,767
546,674
897,726
736,787
570,792
893,691
920,827
576,769
904,627
947,837
784,795
643,798
733,753
750,908
696,610
896,869
878,937
840,665
934,605
832,766
817,773
894,859
990,529
972,787
858,820
760,681
565,670
961,753
586,668
876,895
888,978
842,836
869,723
523,918
850,839
698,676
618,845
663,872
565,978
887,609
889,859
670,804
530,747
853,911
520,872
614,821
518,995
675,770
988,683
654,714
585,877
729,890
589,786
808,665
589,902
773,861
770,743
916,833
925,604
701,552
633,504
982,629
897,546
519,562
982,579
962,515
939,720
717,729
596,683
532,760
680,670
815,647
824,609
741,757
565,960
582,596
905,878
828,572
800,793
968,816
528,924
841,956
608,536
652,743
655,528
769,936
535,567
898,539
608,905
834,908
684,972
805,786
695,652
726,877
818,580
526,783
699,623
919,857
884,822
691,566
685,794
672,764
961,912
845,776
610,731
580,841
860,732
572,970
910,720
569,967
998,666
656,914
676,762
655,741
718,928
585,571
507,600
