source,target
993,903
820,566
650,577
803,680
532,909
576,991
754,591
772,509
697,678
647,519
624,771
633,900
856,749
924,766
822,601
563,508
894,509
542,580
783,520
954,650
599,894
686,761
658,662
980,994
832,649
915,819
539,739
666,586
688,726
501,552
871,763
946,726
672,927
943,719
634,756
509,962
739,552
593,587
627,724
952,846
961,611
560,618
901,880
991,598
793,679
784,924
773,578
734,878
988,740
532,553
819,786
515,563
570,922
782,516
757,604
598,993
924,686
715,518
742,748
955,756
892,521
996,512
586,530
949,950
688,759
620,891
556,569
681,714
617,659
616,639
941,999
660,561
781,513
884,574
959,704
545,903
824,664
702,849
704,856
923,849
865,996
685,889
780,509
516,778
794,809
873,787
540,764
832,826
589,656
576,508
591,698
856,800
701,537
818,796
722,534
736,546
914,510
518,854
558,792
651,837
890,818
807,886
800,910
621,936
735,847
589,695
980,644
501,699
727,546
933,541
939,842
946,555
872,689
755,808
534,642
766,576
853,688
951,793
559,746
749,975
851,645
722,758
650,699
944,773
788,895
624,692
794,858
769,703
721,713
666,749
719,694
554,528
955,794
519,839
631,956
548,964
663,921
822,859
805,838
791,869
707,591
680,703
803,686
807,808
716,712
953,541
588,658
851,896
807,688
644,540
873,937
512,772
522,569
859,989
982,726
855,806
883,798
670,653
690,782
853,532
948,813
787,624
744,703
694,941
694,617
728,634
738,910
936,709
526,629
531,821
693,686
517,983
789,778
794,749
935,612
995,800
827,821
781,632
992,719
856,771
758,603
672,652
758,798
611,993
765,560
893,621
871,792
677,531
612,878
573,646
653,548
679,978
899,747
943,733
930,891
650,939
970,548
910,603
538,916
968,536
606,748
750,747
781,848
503,717
869,823
674,909
970,580
771,766
844,741
669,733
782,526
542,563
843,710
828,533
982,914
649,584
520,566
815,733
848,744
867,628
877,629
884,933
885,783
919,653
743,663
604,718
546,767
777,565
987,619
826,840
758,545
772,628
768,791
934,676
979,631
639,710
669,660
891,861
604,834
531,995
618,502
731,939
703,891
805,944
881,759
954,503
752,898
550,616
857,785
919,566
883,528
839,501
587,513
849,935
839,785
691,949
627,944
952,818
931,773
626,532
553,970
637,575
883,807
842,525
613,521
836,755
533,533
567,501
923,557
663,510
972,648
608,777
851,958
906,508
592,513
586,598
977,936
647,546
624,814
846,583
674,874
533,948
620,502
685,850
915,659
843,728
835,666
605,780
534,981
854,533
536,992
817,573
987,897
620,866
949,700
953,971
995,736
878,780
866,976
623,679
677,687
965,990
728,979
996,581
778,526
971,541
503,959
987,712
794,588
561,812
791,876
962,918
836,727
902,974
971,863
900,844
679,706
766,884
532,874
935,913
741,665
831,521
854,799
636,531
970,788
538,714
771,974
988,762
713,915
614,843
597,553
967,513
952,903
939,813
924,881
913,829
824,824
816,670
843,521
740,976
998,873
522,884
913,736
671,665
816,504
552,972
822,896
603,1000
681,891
927,797
769,768
671,541
998,827
940,766
981,631
951,907
830,954
939,696
768,936
814,980
608,749
509,657
881,549
975,880
725,793
781,789
635,506
784,941
804,833
593,518
895,672
678,999
883,929
667,864
694,623
981,658
686,911
890,971
838,833
866,763
680,814
557,727
911,906
578,992
569,824
748,550
849,783
839,820
820,530
946,758
599,500
654,538
816,879
607,887
886,875
857,596
975,600
860,956
976,676
791,609
875,925
607,998
633,516
699,826
525,607
502,877
765,659
947,806
684,832
578,546
643,868
887,716
831,535
837,581
809,945
799,618
755,563
573,826
605,966
719,828
686,673
846,895
699,632
826,681
769,580
622,685
890,893
915,827
770,700
779,665
960,729
600,512
921,983
967,816
633,545
869,819
640,936
882,543
819,960
646,889
628,986
819,887
662,930
571,603
577,565
894,633
932,912
944,501
648,775
946,533
927,985
700,549
594,967
727,714
986,557
690,844
906,618
803,555
883,945
576,952
600,641
594,635
780,986
511,764
855,723
979,630
975,712
508,525
849,886
592,683
960,928
792,558
785,502
794,636
663,623
566,507
761,745
845,818
869,789
512,614
903,815
607,932
864,657
995,983
983,921
553,633
962,680
711,517
897,827
599,561
514,778
774,833
842,579
906,953
506,938
987,933
