source,target
808,842
780,693
902,675
972,869
525,729
688,649
868,538
967,709
844,571
608,789
988,985
741,829
897,595
747,517
921,869
591,571
732,903
761,852
863,892
860,631
670,587
597,854
501,714
911,938
950,573
542,524
785,846
503,503
867,942
868,688
570,572
942,950
738,524
597,530
743,599
765,736
758,953
690,557
624,846
693,675
987,576
792,511
747,746
719,810
602,744
718,783
932,708
571,515
811,741
585,785
682,819
811,747
909,668
668,698
559,980
939,779
528,547
501,844
775,782
991,569
825,884
985,565
825,633
710,692
744,580
928,509
720,917
874,721
536,527
962,880
675,523
961,626
763,841
892,673
920,546
825,771
868,756
514,730
879,916
898,799
959,796
935,925
561,737
966,901
722,795
908,846
564,797
686,619
854,877
880,662
837,540
832,923
626,526
949,918
612,812
729,920
526,844
623,796
945,962
990,885
671,936
591,654
890,526
621,855
734,768
573,919
885,903
751,633
766,728
519,911
915,988
907,975
773,754
539,886
915,533
585,539
998,619
740,852
994,814
588,534
659,974
924,691
804,549
948,660
788,873
847,579
884,772
933,696
769,653
837,532
542,890
838,631
504,883
558,810
845,787
503,676
809,602
524,717
744,775
827,959
715,585
860,521
650,554
922,582
863,724
739,689
861,967
733,924
794,914
989,588
532,781
951,578
907,894
708,604
834,551
681,690
646,696
587,957
515,993
514,685
671,814
840,990
688,680
706,741
533,749
701,724
959,859
1000,530
768,836
539,687
700,852
627,712
940,535
840,819
670,664
850,956
579,798
674,717
731,543
846,596
880,852
608,789
517,867
708,610
811,542
642,681
564,774
620,874
512,842
765,915
584,930
893,919
785,839
590,922
797,898
597,566
679,601
770,718
880,602
612,860
778,637
677,622
651,830
897,685
654,501
802,532
724,855
556,995
691,734
687,509
597,783
669,837
615,664
632,748
526,606
896,756
744,661
842,919
559,810
624,680
880,590
920,702
995,942
877,581
838,930
905,989
973,535
643,979
938,708
510,983
991,814
966,825
588,775
518,958
644,628
888,651
575,778
710,765
898,794
526,538
786,917
525,814
732,768
679,996
705,794
738,576
965,918
996,922
932,743
710,634
838,624
733,837
529,526
791,911
891,700
675,850
771,886
544,623
532,825
814,643
588,688
877,990
904,558
539,951
661,809
946,862
700,937
730,791
700,603
985,710
964,513
749,994
899,722
653,583
902,800
824,634
930,644
809,558
803,859
917,690
665,508
568,565
647,646
852,908
779,919
974,726
860,727
690,836
904,643
896,563
859,752
885,725
620,640
546,732
526,913
981,512
854,953
974,918
750,894
839,556
828,980
715,767
896,720
798,688
570,626
764,770
750,512
633,737
651,819
564,632
648,640
732,572
719,996
579,885
568,718
635,962
872,793
888,950
738,971
582,772
862,759
512,865
914,815
860,810
982,868
757,585
1000,698
708,742
548,881
653,863
697,949
692,939
933,867
538,571
777,723
831,944
664,614
772,621
554,974
583,606
524,856
550,882
517,793
506,809
969,777
543,533
812,742
714,873
755,978
959,740
605,615
620,825
976,661
687,732
783,711
864,914
979,856
907,570
783,567
632,562
691,695
599,905
589,921
721,590
865,607
698,721
703,517
882,614
536,547
603,898
961,980
693,926
864,760
893,919
623,804
965,623
799,939
575,827
771,772
811,576
926,515
916,669
568,584
686,918
916,787
767,614
931,543
795,529
545,785
869,665
934,531
523,835
770,604
892,517
658,785
648,936
691,955
837,538
618,735
847,520
776,985
724,670
666,576
589,545
831,646
795,825
568,983
910,541
667,593
870,905
999,980
823,851
516,802
927,902
629,953
694,807
876,554
763,636
831,852
798,564
822,747
791,903
678,548
758,533
500,611
558,762
540,988
622,879
686,675
913,817
793,601
595,980
997,871
500,947
741,654
506,510
850,990
708,902
775,557
571,680
575,523
539,930
969,829
556,597
598,602
780,858
701,993
573,550
754,538
598,849
607,791
781,509
944,612
864,741
879,953
755,746
858,705
705,515
979,869
607,847
604,851
958,826
610,912
573,807
946,527
746,668
635,747
963,594
890,564
687,516
900,794
558,697
631,633
758,633
949,943
839,646
812,555
962,975
644,992
521,738
981,755
613,756
882,610
936,802
619,755
526,942
621,695
835,706
545,930
996,781
533,611
547,939
800,522
782,795
858,954
577,939
