source,target
736,775
683,963
511,817
538,535
915,947
646,638
648,973
880,985
695,663
628,971
704,581
555,999
976,509
979,662
663,521
720,895
705,531
888,520
500,553
702,959
740,868
801,958
870,810
731,968
577,676
704,827
553,916
682,877
525,850
726,931
670,768
568,786
946,552
827,640
916,667
934,916
985,853
531,765
818,960
863,631
768,541
981,964
897,925
983,924
893,747
928,970
749,829
790,878
757,985
611,965
866,848
891,662
942,745
617,775
673,659
623,734
925,520
556,790
843,948
702,660
683,503
707,858
587,742
721,545
758,667
807,647
561,852
766,757
926,506
782,636
903,532
931,614
522,942
553,846
743,599
918,977
612,808
628,589
697,681
658,733
949,842
944,798
728,852
923,605
809,688
888,721
982,504
845,837
756,603
744,978
663,813
806,562
870,739
631,814
590,805
678,997
758,783
640,668
626,849
902,584
835,639
963,608
543,507
927,587
557,674
879,736
670,898
626,933
812,730
869,840
986,720
641,826
582,891
806,959
582,942
940,885
993,500
573,618
803,801
767,926
699,764
965,818
823,989
703,742
667,687
975,935
765,731
722,909
932,811
556,885
725,500
593,600
948,700
814,865
765,924
524,861
817,829
678,676
656,650
976,827
529,965
991,995
732,528
578,541
606,971
736,520
540,666
760,999
614,915
554,520
960,683
629,667
673,933
572,966
805,731
973,773
805,598
770,730
647,652
909,904
900,855
716,637
925,985
580,583
543,726
784,887
680,932
703,917
957,858
922,573
944,749
681,583
965,940
751,958
531,608
836,864
894,827
838,843
561,566
803,728
545,787
629,890
833,691
709,619
537,675
814,848
855,819
625,793
697,789
609,609
718,868
910,887
939,947
963,597
910,862
749,841
531,662
590,877
908,570
854,775
820,794
620,683
513,702
616,691
854,616
932,726
820,792
988,560
693,882
833,832
502,795
999,555
881,884
799,983
808,726
572,869
693,819
920,980
595,865
851,625
698,921
934,968
958,628
512,557
703,739
733,773
877,747
672,645
597,525
858,882
530,616
540,982
667,780
845,904
632,747
992,712
966,740
570,908
556,688
945,772
664,849
796,642
710,989
911,535
810,678
585,796
697,670
823,955
535,554
738,708
516,879
831,538
899,677
794,823
942,845
864,724
540,752
578,663
638,901
931,677
583,529
943,546
835,720
805,901
766,771
861,868
644,556
984,632
779,577
630,688
798,923
814,875
875,987
573,618
952,709
970,544
588,847
983,586
699,542
976,516
618,959
946,653
705,589
904,979
850,632
780,803
679,759
634,784
872,885
866,656
764,682
711,843
839,590
513,644
562,990
977,601
563,940
977,945
572,634
804,592
619,861
754,648
999,573
579,520
906,946
692,550
751,653
593,787
639,576
796,679
561,841
708,632
785,657
585,633
703,916
575,758
819,848
603,779
828,709
583,604
832,525
818,612
992,613
986,716
694,737
941,772
678,750
997,866
500,964
993,952
903,979
761,554
688,791
920,706
683,691
533,877
993,878
513,505
546,533
759,675
600,804
744,702
867,927
576,878
510,603
957,744
842,824
673,555
999,713
762,782
566,947
952,950
532,503
533,686
608,934
753,657
525,768
622,870
551,909
605,566
699,947
625,876
857,799
752,547
696,589
970,919
810,634
993,774
610,543
619,842
693,868
845,716
805,980
960,934
916,802
683,742
573,592
616,875
847,609
947,767
546,674
938,716
736,787
695,576
893,691
920,827
513,920
904,627
947,837
784,795
713,636
733,753
750,908
696,610
896,869
878,937
861,811
934,605
832,766
718,500
910,804
990,529
929,617
923,998
869,609
539,528
606,748
586,668
774,843
651,644
842,836
869,723
523,918
545,874
783,889
618,845
663,872
565,978
887,609
889,859
670,804
570,589
853,911
520,872
532,982
840,885
675,770
988,683
654,714
585,877
729,890
548,873
808,665
701,856
773,861
503,690
731,553
642,903
701,552
695,762
982,629
793,595
533,855
963,626
999,609
939,720
717,729
596,683
532,760
680,670
559,712
824,609
741,757
565,960
582,596
905,878
694,666
800,793
522,533
528,924
841,956
608,536
652,743
797,504
769,936
535,567
898,539
706,791
624,980
684,972
805,786
994,565
726,877
818,580
526,783
699,623
919,857
884,822
747,589
685,794
574,594
517,514
625,792
614,555
580,841
657,706
949,555
910,720
569,967
781,930
684,736
676,762
655,741
718,928
585,571
504,755
