source,target
781,558
535,947
621,809
643,946
625,558
781,810
763,815
579,726
869,851
891,978
540,798
807,880
626,911
583,955
821,656
622,573
709,631
622,954
578,563
620,726
620,568
594,550
836,508
581,673
846,910
844,970
960,991
577,617
939,500
737,802
869,997
508,712
717,806
570,793
858,714
750,691
702,515
726,511
671,942
619,536
745,548
977,776
864,984
717,871
974,686
703,970
513,827
608,529
892,943
791,857
958,516
617,772
804,920
503,525
621,958
516,944
902,764
726,607
805,509
926,818
857,707
689,905
707,989
833,732
670,515
881,570
505,790
973,565
517,962
682,991
942,853
754,751
628,661
932,782
824,978
761,792
918,728
965,861
583,761
935,710
940,878
674,571
540,889
784,603
582,909
796,973
547,749
911,891
879,823
716,878
715,913
911,688
933,921
588,789
711,974
780,680
994,594
977,972
587,850
904,874
719,836
674,757
753,695
553,859
517,609
849,803
711,656
928,816
647,505
950,783
627,553
787,993
871,634
651,784
657,987
631,619
633,581
736,570
894,976
869,661
590,734
770,854
560,531
582,736
852,819
518,556
508,669
598,876
849,917
540,621
716,727
852,922
505,998
651,667
670,991
872,638
987,946
733,583
575,508
862,927
550,966
703,641
711,681
569,594
695,605
804,912
967,750
819,855
569,767
864,776
646,879
897,743
928,942
888,684
566,885
550,602
657,556
918,955
729,978
958,693
570,585
898,822
673,938
688,791
744,967
973,992
689,909
812,537
673,771
786,625
940,658
716,732
897,534
883,598
974,784
528,941
942,707
920,563
976,556
864,873
769,591
678,542
520,606
800,630
670,784
673,907
668,977
513,617
975,547
900,664
880,941
630,665
842,859
647,579
694,711
642,528
674,788
829,787
753,819
784,961
886,991
720,589
546,569
580,833
705,693
674,824
795,556
820,822
700,588
916,935
730,636
820,985
646,896
930,542
713,892
812,835
806,799
695,634
882,601
601,732
563,918
541,864
668,709
746,923
560,578
940,925
849,554
525,948
751,966
755,673
508,793
835,619
778,535
606,901
675,728
687,910
636,825
500,754
966,950
661,937
964,585
557,654
588,999
891,825
754,674
649,516
674,788
546,889
687,639
743,902
718,864
706,630
829,924
538,602
773,883
626,568
939,928
937,650
692,997
769,1000
677,734
639,802
769,856
993,848
778,630
559,723
744,846
613,726
540,734
850,670
658,605
866,713
510,547
676,917
559,961
721,795
520,933
614,791
975,714
520,536
589,905
649,564
652,575
672,726
625,892
694,683
721,536
984,508
854,514
684,521
686,890
898,589
735,508
766,731
772,957
718,707
887,542
853,936
805,808
730,880
915,531
862,702
809,946
735,773
659,732
802,502
772,675
553,670
817,746
739,961
611,573
630,816
734,849
887,829
692,817
970,802
904,559
751,769
961,830
967,639
547,737
725,826
769,721
774,601
687,630
885,633
707,942
671,741
536,582
649,808
628,819
531,766
927,642
916,969
928,672
549,656
618,694
556,557
900,811
739,675
784,962
733,530
646,944
755,887
521,930
696,658
745,533
879,845
503,930
695,702
948,681
964,657
610,745
612,846
512,838
812,577
581,795
811,816
854,535
688,707
885,992
656,576
768,936
679,925
802,511
681,870
725,909
956,728
834,657
677,883
511,870
601,963
815,845
983,567
678,894
659,753
990,649
737,580
522,686
640,784
536,775
732,755
522,587
966,822
746,781
749,723
633,960
999,675
954,805
553,865
827,850
975,706
517,661
601,503
788,958
909,992
511,824
654,780
689,935
520,552
858,640
570,819
585,907
587,928
732,550
603,628
684,912
543,718
638,718
792,714
826,667
678,568
702,631
868,875
937,989
631,601
706,892
659,873
918,758
817,871
897,654
957,892
817,721
609,726
795,527
978,772
611,873
513,633
570,711
749,730
716,836
565,536
638,732
633,844
808,781
735,615
657,596
910,885
794,679
523,673
584,825
845,911
569,937
810,746
792,515
722,607
649,860
642,900
724,675
565,503
951,722
709,998
914,983
569,793
875,637
878,705
668,669
668,819
675,972
683,715
803,864
829,615
951,637
689,572
819,679
906,834
518,542
980,809
958,637
574,726
511,510
589,726
692,640
900,942
613,691
920,556
958,888
668,626
539,590
789,980
913,703
550,519
721,647
795,766
535,761
586,590
648,661
601,809
616,610
805,849
580,876
649,794
924,698
899,639
532,967
980,567
