source,target
900,626
791,854
945,912
577,554
598,946
761,650
601,574
995,554
940,929
753,787
512,740
927,784
937,545
898,780
653,624
544,666
562,583
988,956
790,806
798,555
705,939
696,600
609,624
717,546
954,535
536,506
910,741
931,679
571,527
681,610
749,953
772,588
552,639
701,526
687,687
999,561
809,676
618,513
555,630
589,762
997,652
623,780
685,555
757,901
506,575
691,802
688,743
683,828
911,803
706,638
944,909
862,863
633,779
736,598
857,584
590,905
608,836
624,865
577,758
804,998
547,960
694,749
652,586
534,946
880,689
554,561
534,974
977,905
751,710
805,961
722,729
967,856
608,603
555,935
779,810
924,930
779,759
626,876
752,751
732,836
593,696
652,783
913,1000
887,762
619,898
788,571
584,939
727,921
919,863
678,910
743,687
834,946
728,892
532,815
718,845
694,921
939,529
730,827
820,639
729,763
854,504
776,641
571,737
820,797
709,621
966,940
928,679
838,977
928,869
993,670
869,991
566,998
594,720
977,939
963,905
858,638
552,665
615,842
822,923
941,802
632,596
930,531
782,627
842,777
949,624
732,792
964,968
661,629
909,503
791,806
973,608
704,775
832,903
746,599
598,893
929,557
760,826
653,812
957,613
505,555
916,825
695,810
774,595
593,871
631,986
770,666
679,872
579,745
800,762
710,604
666,770
985,991
886,530
749,546
932,967
505,525
716,546
749,520
905,853
604,891
554,715
967,842
918,921
882,846
642,860
947,791
764,819
811,980
998,570
778,992
572,587
688,595
706,893
532,797
626,698
569,819
648,693
700,624
971,644
816,526
766,945
721,678
632,954
775,645
585,502
911,612
658,609
830,531
603,675
722,908
984,503
850,787
828,599
874,604
827,513
824,990
512,776
823,998
839,570
632,782
784,824
643,960
595,981
600,636
778,692
582,848
566,780
605,757
887,934
683,964
526,814
537,529
540,547
734,715
671,870
723,505
762,826
979,795
712,716
964,893
974,577
732,816
626,549
901,661
838,968
567,892
941,998
833,568
521,522
603,794
743,621
626,637
827,602
602,602
877,653
629,879
722,543
808,618
610,651
770,896
593,559
724,786
914,637
964,503
707,874
976,893
822,629
982,563
739,552
780,954
855,803
572,654
594,990
667,726
838,547
786,870
783,641
841,840
977,597
930,766
893,704
840,579
652,622
829,578
785,611
505,867
822,739
589,835
642,900
619,922
682,896
966,703
849,936
624,900
816,848
782,549
915,875
976,865
924,757
820,517
645,728
547,624
984,883
970,789
878,993
679,558
769,500
920,699
732,701
996,625
619,562
989,594
582,956
520,847
606,508
826,711
593,547
634,883
610,752
902,774
985,624
527,686
723,620
921,539
613,586
751,981
765,681
764,824
650,608
788,998
737,733
769,778
822,509
738,899
580,694
799,783
576,511
629,823
879,891
582,765
986,870
977,908
519,808
721,848
930,942
685,606
709,797
513,771
621,555
825,757
563,662
909,819
657,900
528,822
687,803
849,713
781,608
890,610
528,948
965,711
737,630
785,575
585,857
983,761
539,993
685,898
990,957
756,567
880,516
698,535
602,561
588,555
691,500
932,532
900,750
797,597
831,646
945,818
808,611
999,754
618,876
735,688
742,622
530,727
801,796
523,808
716,616
903,981
743,526
994,887
519,898
768,738
602,508
900,915
928,797
749,589
555,752
952,564
834,581
534,935
852,588
612,780
876,726
599,719
619,893
515,526
828,727
963,593
753,957
857,880
867,547
790,907
761,959
604,602
938,589
680,704
849,980
671,749
711,833
810,703
753,628
633,582
906,879
767,954
675,901
835,850
736,769
763,720
692,740
830,654
940,642
715,806
677,951
853,833
928,527
950,678
953,686
817,775
802,839
836,713
927,799
734,999
999,688
685,779
803,723
651,881
970,841
603,783
635,864
509,773
504,940
782,920
934,819
546,702
938,890
511,981
893,900
751,731
783,527
814,716
632,722
539,663
696,884
509,722
996,982
760,641
825,826
506,780
947,801
848,822
660,700
993,577
987,876
726,810
733,522
738,617
800,547
818,966
769,578
998,786
516,973
581,833
550,591
719,756
962,707
775,591
575,577
960,1000
826,807
987,861
519,742
560,514
566,548
909,923
500,677
758,937
568,832
825,789
790,726
804,734
627,748
678,784
764,841
743,880
748,953
758,725
609,770
940,874
592,778
990,687
841,982
701,751
661,878
674,945
845,659
834,980
