source,target
675,754
854,566
669,712
716,939
580,604
711,976
904,749
747,957
691,989
882,810
642,586
500,791
962,689
865,958
660,518
902,744
777,619
678,585
537,608
918,860
953,731
867,826
966,816
570,884
636,863
543,736
737,782
737,704
819,920
514,797
578,504
797,908
509,876
533,732
991,568
832,683
931,696
933,874
881,501
716,574
913,878
779,817
742,728
553,772
561,920
659,748
756,512
563,786
976,909
965,597
816,997
840,812
911,781
821,662
698,573
933,890
970,506
611,721
662,546
963,656
881,734
932,802
723,913
873,667
849,556
570,551
881,640
917,574
833,693
710,548
850,782
659,998
966,959
922,844
788,582
866,718
785,948
898,849
827,649
667,752
982,502
609,577
533,730
860,813
660,636
502,608
719,852
588,600
648,623
591,547
638,841
550,930
880,780
563,921
910,887
556,955
719,651
971,603
541,796
578,554
898,500
950,626
633,853
558,577
817,521
545,845
693,968
705,610
538,724
681,704
927,739
509,877
721,935
666,967
593,892
622,978
751,932
959,834
528,927
864,862
862,833
799,755
866,551
859,980
966,570
512,820
726,842
761,780
953,527
626,922
562,783
831,561
647,977
845,810
841,822
735,515
889,827
980,841
583,736
872,877
928,847
765,914
765,515
803,941
690,693
671,941
767,801
837,532
777,890
552,913
683,855
991,993
874,576
942,601
960,674
746,662
564,550
742,603
948,927
792,920
966,811
766,771
634,596
649,628
631,786
834,740
613,561
989,783
662,975
562,612
512,891
567,764
824,527
920,873
516,910
766,922
935,773
993,561
623,976
882,867
754,537
942,769
542,796
710,720
786,549
827,747
930,612
892,503
991,519
920,503
900,976
946,955
700,721
776,636
686,856
808,747
632,815
892,930
578,571
526,919
834,955
986,507
745,810
599,688
954,641
980,788
745,966
964,930
866,785
991,743
557,840
924,842
578,873
569,951
917,929
791,621
856,527
714,598
665,811
843,961
918,843
884,545
547,571
702,565
745,539
838,602
678,620
995,793
761,646
710,579
814,537
505,541
540,600
547,838
841,594
526,603
996,818
948,858
576,720
875,591
748,927
787,920
795,637
992,819
918,805
789,639
738,921
806,606
581,583
572,500
774,797
774,877
710,965
768,545
664,544
744,874
796,899
978,578
846,958
756,864
666,605
899,820
545,585
946,951
804,556
548,844
729,867
628,521
977,861
635,972
584,776
541,602
962,729
941,538
955,728
835,854
551,502
591,581
981,791
598,795
513,699
610,920
812,932
719,906
682,656
646,777
807,649
537,715
998,924
554,886
650,641
785,508
849,805
968,753
980,666
917,609
769,773
664,945
695,933
544,545
763,680
653,675
563,533
696,721
713,821
507,918
759,817
514,675
717,586
795,603
874,668
545,725
725,762
604,565
726,702
911,720
642,985
607,789
927,949
901,905
602,713
830,613
913,810
780,604
548,726
946,540
811,507
636,768
886,611
705,597
681,881
926,719
652,689
606,600
951,577
701,544
794,522
591,923
710,897
785,925
644,774
634,905
520,821
819,984
974,741
964,652
566,554
866,585
770,910
668,586
670,735
670,921
955,542
832,989
924,678
699,550
994,547
539,852
584,988
709,736
512,715
995,720
532,909
667,894
937,662
909,528
555,674
665,814
790,919
608,663
974,899
852,816
538,793
826,911
928,933
524,765
787,559
754,851
785,834
682,808
987,764
740,715
985,923
625,697
842,741
650,725
784,885
621,841
948,635
926,548
750,758
935,875
854,556
574,750
786,628
806,634
953,644
964,812
984,792
850,901
613,801
938,631
946,823
798,795
674,847
746,662
631,973
719,551
937,565
898,668
824,592
660,608
552,588
805,672
526,514
707,586
791,657
548,798
854,901
568,511
874,519
940,688
783,921
967,520
663,906
875,964
939,678
897,879
891,727
890,549
685,768
923,502
606,935
983,646
932,759
762,569
531,687
703,803
976,982
980,682
787,561
689,595
624,780
812,822
849,892
878,648
893,989
535,906
752,901
535,905
511,910
783,889
865,785
814,589
989,678
973,533
952,985
664,710
941,800
685,867
674,808
731,705
730,733
911,724
631,811
863,838
845,768
882,975
960,897
750,634
979,966
649,702
815,503
754,605
574,691
687,955
989,595
553,931
944,861
517,744
533,508
595,774
727,616
834,973
544,559
551,956
961,672
853,678
777,628
782,777
813,739
929,556
697,976
504,925
516,978
805,799
