source,target
613,779
973,864
745,572
625,660
564,780
790,527
851,645
702,935
987,929
634,622
901,530
990,644
881,667
645,964
744,652
813,823
634,640
511,643
507,633
696,887
644,840
594,550
954,740
822,940
956,838
584,592
949,840
651,720
752,711
817,901
628,631
857,914
818,864
773,675
976,635
939,994
560,616
745,828
556,896
809,536
919,842
915,654
571,557
510,739
822,912
802,618
592,621
659,558
574,985
820,995
786,721
627,894
804,920
678,962
781,654
775,713
589,565
732,543
739,568
564,843
574,626
622,802
548,719
905,745
698,972
510,927
567,854
758,910
994,804
682,991
937,508
570,833
890,526
731,659
976,906
593,623
704,715
682,543
748,713
808,743
872,797
756,804
610,585
567,892
958,975
852,572
626,648
506,922
677,971
566,508
730,680
713,755
517,778
835,741
971,573
829,668
550,1000
630,826
537,651
861,658
918,710
841,866
639,640
690,540
741,757
992,566
549,680
856,528
846,804
670,863
615,656
801,612
904,753
696,953
938,623
502,854
958,736
825,868
561,828
529,621
683,923
546,711
930,925
710,674
570,608
599,807
556,628
728,976
761,623
632,789
634,830
987,877
505,998
896,557
772,712
759,984
584,995
547,908
526,550
854,879
550,966
525,705
707,949
688,773
532,940
517,669
998,900
841,585
617,729
679,616
824,928
503,535
694,973
719,751
674,695
775,832
952,605
967,761
883,856
569,536
851,999
671,560
599,818
879,726
854,988
999,708
999,965
865,856
592,810
786,625
884,877
790,955
534,797
578,583
838,837
866,969
561,549
697,944
554,696
892,671
847,841
718,908
723,644
922,726
657,847
927,617
609,976
632,836
567,614
996,914
797,795
838,708
961,937
513,609
530,677
546,657
599,698
743,953
561,857
980,713
581,964
826,510
513,681
836,791
763,630
640,806
524,973
709,734
590,822
888,527
667,950
792,529
783,823
982,530
681,599
829,607
738,519
632,962
573,831
818,737
731,764
595,692
664,908
506,521
852,998
692,622
635,707
824,786
513,551
973,956
718,899
840,869
731,558
653,568
989,613
835,959
738,645
513,591
595,919
964,838
508,788
663,503
943,809
557,765
661,759
553,500
677,595
874,653
687,639
743,902
968,898
503,566
609,725
880,519
691,900
790,732
646,997
721,819
640,955
777,776
969,967
937,962
515,524
800,600
519,833
610,612
508,833
595,640
967,774
835,876
821,729
612,987
673,524
810,638
528,617
698,609
573,978
658,886
932,643
595,995
772,649
847,703
712,686
672,726
666,726
748,974
851,808
936,854
974,935
634,915
936,692
576,887
866,849
844,805
760,647
810,776
658,883
937,881
820,588
846,941
595,725
856,672
644,605
651,982
787,878
955,844
967,982
548,553
844,897
932,996
631,910
959,916
727,840
666,615
875,897
923,672
787,751
643,500
657,520
619,589
594,955
666,944
954,976
752,634
816,951
648,727
949,503
995,784
778,955
649,808
785,583
562,650
639,615
530,614
662,510
923,943
596,718
510,716
846,679
662,972
514,959
994,814
789,786
563,711
988,528
608,821
591,557
919,878
670,925
872,683
980,541
782,506
881,563
856,873
804,754
736,777
514,780
594,682
509,632
723,856
712,684
607,857
865,528
916,580
925,862
667,911
920,708
894,552
521,681
916,915
691,784
673,715
764,863
954,644
719,571
590,963
815,525
542,512
880,593
731,567
815,666
737,517
694,678
789,525
870,696
983,759
545,646
947,939
504,563
816,790
857,736
741,539
899,738
760,833
990,753
967,834
854,891
541,729
709,598
701,916
821,656
719,670
805,795
552,940
596,891
558,760
539,651
988,735
823,979
948,588
817,725
683,954
938,810
935,938
881,612
753,930
964,587
620,670
971,595
973,763
655,974
761,694
622,758
595,680
565,695
638,854
553,630
879,794
906,732
523,672
847,750
575,776
642,823
648,908
941,507
883,807
700,793
977,884
514,618
911,854
600,920
620,710
965,995
866,984
912,787
982,546
558,577
569,746
576,810
884,926
601,620
649,730
725,905
607,584
693,576
886,837
950,698
961,975
530,928
847,594
544,631
872,543
942,715
839,997
755,516
709,982
621,817
980,809
702,524
512,779
694,517
624,998
984,709
892,970
665,778
644,943
893,851
628,829
836,712
972,532
877,548
819,847
850,563
774,989
796,976
605,951
956,815
553,959
694,650
578,895
705,599
532,951
931,859
598,943
651,607
503,748
