source,target
567,913
540,974
810,977
871,829
884,679
674,565
656,555
519,831
604,582
939,993
881,968
577,815
663,997
978,885
977,845
631,931
648,900
768,987
773,525
804,630
528,525
605,815
872,916
800,912
642,662
521,579
878,728
798,639
677,976
997,565
875,670
767,661
629,707
715,635
672,772
699,691
511,797
837,813
769,595
836,517
590,735
717,869
846,923
866,713
803,869
926,851
557,782
718,639
819,925
654,669
965,960
578,710
547,543
510,632
764,645
973,982
912,779
934,942
838,721
671,623
509,819
968,966
971,628
829,955
903,612
917,615
802,860
668,736
729,891
849,886
839,628
662,960
999,690
632,579
959,955
844,729
681,625
535,844
1000,668
722,705
935,770
651,665
679,682
542,730
504,907
602,783
507,843
599,679
785,606
653,647
843,661
618,541
886,668
1000,811
765,992
900,974
860,715
621,938
797,829
689,816
954,605
747,608
560,508
717,575
515,854
887,878
629,909
949,668
645,777
909,830
887,665
641,600
612,818
826,816
892,739
904,876
945,808
994,749
845,777
535,957
767,647
735,840
807,672
893,531
701,516
770,675
568,851
677,544
912,661
741,854
534,841
842,677
594,574
893,570
742,834
742,594
518,539
563,890
620,580
551,645
680,832
581,764
855,561
787,872
928,821
714,540
639,899
503,543
993,550
844,959
905,932
989,795
672,534
587,851
566,824
826,869
629,634
961,698
827,555
861,844
903,544
881,505
726,621
960,982
989,886
796,772
766,635
667,717
901,884
714,870
769,552
682,562
891,769
717,682
960,637
997,616
753,622
704,720
523,619
540,597
981,924
795,825
558,992
761,653
633,788
614,783
811,840
550,648
671,745
875,621
870,514
604,716
705,556
528,741
527,984
670,802
793,871
909,723
848,593
867,690
780,995
661,967
665,670
517,960
717,637
605,815
532,614
969,684
648,648
569,767
591,739
522,858
724,964
763,928
744,640
666,886
728,848
802,710
853,587
863,868
869,950
806,562
590,501
982,929
510,633
628,843
682,814
810,751
842,765
892,651
590,592
746,939
694,643
558,714
796,531
636,626
568,897
943,885
843,968
668,623
615,702
571,967
527,861
834,858
919,953
538,539
540,846
600,570
841,532
958,511
707,534
929,831
887,626
860,925
718,853
853,557
623,715
717,653
964,780
801,983
778,574
681,677
852,709
506,958
764,844
883,968
577,742
936,980
915,720
941,560
761,520
724,774
696,564
885,555
989,870
904,992
729,828
840,510
951,706
922,849
532,820
576,822
500,642
590,725
769,605
764,626
823,974
903,659
835,506
613,893
923,713
580,998
784,512
807,993
840,791
1000,741
657,779
684,941
850,635
757,745
897,791
761,995
627,517
559,989
749,932
854,539
779,578
900,850
655,842
789,951
594,645
905,511
516,797
954,928
944,501
672,597
919,527
682,620
608,944
980,530
985,553
727,809
909,771
703,751
959,866
810,504
736,805
795,598
701,524
696,716
602,857
575,755
739,829
725,768
840,809
853,744
717,580
995,590
552,584
615,524
524,717
794,964
639,812
655,859
518,649
675,660
863,561
504,916
926,732
553,967
623,924
668,794
780,818
667,938
891,585
674,624
853,936
594,926
876,857
889,670
857,589
890,546
960,842
765,832
941,682
611,1000
674,650
636,566
756,863
759,596
900,878
509,554
572,969
659,609
694,1000
500,800
731,880
780,603
767,963
572,705
959,904
970,836
825,929
935,526
969,964
716,695
836,630
797,886
744,501
696,608
829,810
953,874
677,720
757,680
722,879
645,652
672,595
587,931
872,620
889,835
655,859
810,796
690,699
907,615
544,962
744,550
547,980
703,931
647,807
634,509
693,973
741,665
901,552
678,896
843,943
528,520
605,861
700,566
644,609
522,811
906,689
935,821
529,602
931,730
911,582
909,660
659,587
745,955
897,540
601,756
542,854
769,501
899,995
731,585
657,847
876,587
669,765
948,753
500,639
761,646
578,893
557,927
567,868
742,944
554,579
685,870
502,752
865,798
904,976
969,907
887,625
982,689
525,552
989,506
614,809
856,949
671,749
796,836
786,685
894,558
810,557
965,732
591,846
911,505
582,549
541,842
849,646
592,744
754,777
802,713
883,979
813,791
658,728
805,626
736,876
645,641
659,507
617,619
792,772
918,582
873,705
627,559
709,780
968,622
519,678
845,777
586,640
949,547
737,900
697,603
990,713
584,759
865,983
908,847
621,594
586,653
