source,target
703,915
618,700
936,759
610,611
886,829
952,918
503,590
524,823
991,919
868,946
879,731
713,558
750,738
641,562
654,543
943,892
956,945
524,873
651,683
849,588
962,658
817,570
606,556
750,846
578,982
675,636
839,631
559,882
819,698
574,935
845,839
505,872
653,748
956,589
645,895
845,545
559,667
981,827
794,759
807,728
940,647
516,709
969,661
829,565
816,625
533,831
617,986
619,567
552,750
589,772
718,735
645,906
786,891
818,896
506,593
753,783
680,729
846,699
633,735
873,859
901,879
690,661
523,965
937,978
867,884
722,503
809,776
638,935
800,903
602,928
839,624
837,858
701,740
512,936
856,582
890,831
570,861
792,757
947,933
663,551
650,904
570,622
729,591
805,711
557,866
953,764
857,512
805,686
531,673
537,615
571,546
548,841
626,713
618,985
884,996
695,610
864,914
711,775
709,974
914,891
801,526
906,635
526,610
917,629
589,838
876,865
724,584
962,772
993,646
887,908
586,998
925,779
624,961
551,523
993,604
591,877
580,941
887,531
890,956
690,901
606,580
768,683
638,692
679,743
521,502
913,511
695,716
588,656
530,927
602,926
825,590
855,607
759,806
779,963
553,730
556,581
617,826
943,565
967,876
837,550
690,950
985,965
703,923
981,710
743,559
847,542
847,749
771,949
533,692
581,851
959,794
933,863
829,724
595,647
731,769
643,887
825,843
541,576
933,758
901,865
780,737
799,871
934,909
851,891
834,804
658,655
831,906
939,574
647,600
865,809
993,938
756,705
909,704
583,606
529,757
817,885
814,787
824,560
989,757
764,673
606,780
545,544
809,897
829,802
876,770
530,787
740,901
947,601
718,880
633,871
786,506
902,822
968,619
532,889
979,865
770,971
897,839
771,614
827,690
717,703
681,537
781,999
761,719
783,787
887,798
966,758
775,710
755,727
990,502
787,606
982,879
528,852
686,769
553,688
893,562
604,678
537,613
826,901
558,944
912,834
555,647
744,921
687,719
740,567
556,593
619,955
889,773
510,558
863,868
919,575
948,773
885,950
791,882
653,646
999,796
844,918
544,854
916,879
694,762
621,756
914,676
824,856
625,896
791,733
881,831
616,832
952,567
852,933
529,538
721,896
739,967
828,613
620,894
957,721
625,824
521,801
530,767
745,769
534,578
612,971
718,870
582,963
942,693
751,792
639,504
991,988
741,670
568,887
780,875
516,719
914,832
799,655
872,712
843,540
919,750
674,540
616,781
937,651
925,534
658,998
625,693
562,881
576,681
945,905
685,865
673,901
966,989
691,920
860,667
630,765
620,754
632,689
805,804
637,861
872,664
748,959
715,955
596,528
611,923
713,865
817,878
652,559
710,628
746,660
970,901
798,538
804,950
747,651
791,582
738,855
693,620
924,653
918,579
550,809
870,668
735,644
714,595
1000,718
913,729
745,679
594,823
777,652
630,673
850,593
876,841
847,845
914,502
729,520
804,794
834,791
536,897
852,898
797,972
800,842
577,910
537,516
592,969
856,974
755,934
868,804
895,851
895,698
832,652
905,865
843,926
759,740
603,642
604,670
662,834
614,521
938,939
795,764
989,557
780,597
821,746
677,736
616,635
722,659
948,578
720,919
713,913
703,925
921,745
896,784
821,561
801,664
659,957
959,602
673,725
673,889
522,602
581,707
956,905
592,948
704,735
565,645
940,961
552,618
710,635
939,902
893,504
662,998
786,607
920,707
779,793
734,844
564,899
677,570
953,626
657,847
616,838
727,906
543,895
874,875
608,716
960,533
739,782
837,722
821,670
860,693
504,646
503,882
854,758
515,869
870,682
820,731
926,649
619,538
533,922
619,594
658,877
847,848
847,746
672,815
920,830
921,658
592,999
624,629
649,775
639,781
978,709
837,651
998,969
550,931
603,516
514,679
503,572
761,756
860,575
832,589
521,737
866,793
862,544
548,590
573,679
819,519
919,747
909,684
883,965
553,988
559,767
851,770
878,835
841,572
810,650
915,561
683,513
890,917
691,654
858,669
743,828
983,849
636,524
932,901
570,506
942,567
864,867
888,878
735,776
978,700
969,982
763,522
787,658
660,706
500,585
710,962
606,983
560,689
815,996
702,660
705,1000
836,969
641,872
852,609
940,658
955,983
873,623
635,535
817,836
690,820
774,802
796,761
504,718
817,993
849,816
921,773
991,628
762,510
798,659
809,741
676,737
544,547
521,859
809,563
700,545
619,703
