source,target
573,683
814,718
706,821
746,643
708,533
981,583
988,909
753,788
935,905
866,703
541,688
523,835
571,880
675,846
769,561
562,658
925,768
520,976
933,685
580,661
876,558
766,939
970,562
759,578
968,733
785,979
707,625
795,942
856,587
753,960
527,877
629,780
999,717
819,556
514,542
537,790
982,785
615,927
616,862
782,623
923,646
619,816
872,787
552,710
676,759
882,863
887,933
999,754
667,751
538,647
566,688
716,545
559,894
965,701
609,700
914,659
931,723
609,753
775,522
597,906
754,619
978,689
664,852
878,942
979,712
983,792
558,983
761,798
694,606
973,918
761,950
605,726
550,962
751,932
788,840
817,545
534,930
988,596
692,614
986,660
687,708
989,988
644,975
768,550
684,816
879,928
654,865
733,532
749,664
535,796
751,591
917,582
921,850
672,718
588,685
574,806
965,777
658,690
767,691
521,712
833,902
503,751
882,976
542,785
696,999
962,899
505,678
836,659
657,520
946,671
871,804
827,624
996,643
730,735
720,595
530,501
632,932
649,736
564,529
739,513
791,571
820,676
992,999
622,819
532,680
504,710
686,736
952,917
500,989
903,783
527,931
617,1000
941,506
650,893
720,695
917,955
801,817
941,732
632,841
976,707
924,753
575,686
541,952
847,578
707,552
915,625
709,578
884,558
893,971
576,656
539,888
622,917
823,640
788,739
959,880
574,866
748,555
579,878
570,500
882,915
880,840
664,838
641,633
968,527
975,691
873,562
977,520
518,550
937,664
785,817
690,540
600,690
585,782
540,956
552,988
921,661
853,833
882,671
943,588
761,934
662,815
777,734
563,623
865,642
944,760
751,621
563,746
945,760
954,793
625,523
688,889
587,523
812,998
530,989
605,532
978,726
768,865
934,898
734,948
923,986
602,608
937,522
917,956
707,800
877,620
783,991
998,914
541,715
628,530
865,666
941,521
641,537
705,922
959,622
601,569
509,776
642,522
655,612
642,831
898,855
883,618
710,671
777,537
913,799
601,579
558,626
533,890
985,891
714,722
705,601
865,566
853,635
538,912
848,939
940,999
793,658
859,800
782,828
781,944
759,689
911,905
701,610
515,502
864,528
528,658
996,505
524,539
801,592
790,713
932,731
552,826
510,535
633,690
954,779
794,997
925,528
663,760
541,624
688,960
613,763
517,723
849,795
819,512
760,802
870,549
984,703
914,594
969,505
592,536
681,826
783,533
609,782
634,619
777,948
644,597
729,827
957,850
799,980
959,564
530,995
980,734
570,694
652,893
536,539
509,963
697,660
709,865
601,959
760,704
966,968
719,992
872,620
769,944
787,582
612,829
575,587
600,502
654,869
901,895
705,943
561,607
837,823
997,943
985,613
738,791
987,949
716,929
599,840
502,676
820,657
832,819
874,677
609,673
907,910
970,966
687,520
984,939
775,979
910,810
612,518
793,532
913,780
934,849
824,647
688,603
588,898
945,559
509,532
908,939
627,611
630,887
616,835
961,658
883,656
726,804
508,606
836,666
928,979
876,528
833,981
535,601
860,655
518,767
871,781
916,805
668,900
885,694
941,859
648,750
505,671
791,750
830,976
853,672
842,949
815,522
757,811
962,936
564,605
917,562
603,843
876,867
620,694
769,627
851,697
521,985
534,862
608,998
560,681
613,820
837,532
555,833
628,689
647,857
645,981
532,554
701,906
761,855
818,733
823,644
663,923
981,846
725,630
647,955
811,628
652,832
856,903
976,851
759,619
796,793
747,902
635,595
698,632
559,902
546,751
718,588
687,892
773,903
560,964
880,578
825,619
709,880
689,818
961,748
918,769
934,545
648,836
688,797
838,594
993,535
983,851
667,596
859,517
800,960
652,916
556,987
939,987
964,506
890,732
875,664
740,690
737,620
766,650
606,731
981,920
631,746
957,695
553,858
559,700
897,597
800,961
639,731
698,904
953,542
539,934
641,582
975,651
986,949
936,822
740,807
660,633
811,937
702,632
872,634
712,887
763,825
837,619
673,982
792,628
575,634
598,930
663,663
525,681
661,901
622,650
800,885
985,922
581,518
546,619
720,900
925,805
618,742
863,994
791,590
800,585
905,936
611,728
542,739
806,905
665,551
998,857
920,803
723,708
967,900
870,926
819,671
989,809
588,576
934,611
871,869
716,960
780,677
617,702
567,727
893,939
566,750
576,638
569,748
696,758
883,858
931,921
651,636
853,803
830,734
544,977
732,962
847,944
