source,target
609,749
796,812
590,779
652,943
911,531
532,619
780,876
865,935
755,831
623,831
743,858
622,654
526,642
502,993
861,901
596,953
808,848
851,767
565,872
772,658
682,679
794,613
902,573
721,932
951,612
552,841
670,711
722,569
557,522
680,632
713,916
554,693
514,862
723,705
978,510
573,905
711,789
827,593
672,936
726,700
717,751
834,728
837,670
703,807
528,975
758,500
785,988
855,894
954,636
729,689
720,588
603,924
973,990
544,549
992,600
694,590
825,825
877,805
887,789
715,667
578,819
562,871
897,545
839,883
648,986
670,743
799,750
868,703
631,733
721,842
760,595
807,635
741,821
621,617
951,784
720,608
632,563
976,600
836,819
972,604
665,762
565,651
900,604
626,922
814,526
610,808
571,807
804,848
555,517
764,824
852,842
710,692
698,697
979,711
868,849
798,744
1000,918
800,538
664,591
704,769
678,939
885,543
623,679
572,599
927,691
748,876
872,527
813,805
809,931
699,791
768,916
691,828
600,618
894,875
581,800
834,847
962,949
542,589
942,644
608,880
654,972
794,623
583,741
863,679
667,772
788,996
830,505
589,681
837,711
890,811
749,552
853,500
516,641
629,725
861,533
935,931
646,969
508,983
816,601
753,868
860,777
581,732
852,899
674,790
988,919
716,987
714,851
789,977
675,573
512,507
668,987
835,774
663,672
914,725
747,898
933,749
992,871
576,925
594,902
813,889
701,583
610,821
800,682
805,833
768,820
816,822
828,993
643,598
750,934
929,888
977,536
799,995
888,994
527,945
719,804
849,830
560,896
589,900
586,742
620,600
861,792
501,828
537,646
774,602
702,780
941,810
548,736
565,954
954,914
828,585
835,661
591,623
645,765
696,877
639,597
754,578
652,569
910,782
572,767
875,872
658,606
808,895
677,831
990,743
549,968
955,508
788,637
506,578
911,594
687,982
645,691
581,962
895,666
675,502
872,844
594,646
533,789
860,728
822,994
582,513
930,860
680,594
702,966
996,528
518,632
548,785
875,873
708,959
962,962
804,992
765,883
940,999
656,694
544,682
945,929
596,750
592,662
834,581
638,552
878,612
580,605
528,644
537,800
594,626
889,922
921,745
558,970
652,959
989,595
594,924
590,802
796,500
510,754
684,652
809,623
829,843
659,646
572,940
527,797
582,771
861,779
991,789
910,700
777,579
621,866
715,530
848,937
717,790
758,777
613,540
595,831
949,781
920,715
743,905
749,766
795,942
864,541
872,617
630,891
501,693
756,933
835,897
641,695
817,969
543,906
874,656
590,549
602,715
970,846
762,920
637,531
749,580
898,690
978,736
762,915
842,861
919,535
525,665
963,855
674,888
868,680
856,950
643,660
563,884
989,570
989,562
730,994
692,537
948,767
891,853
609,813
762,853
688,731
615,815
578,780
889,642
981,504
504,509
980,890
933,730
772,519
782,771
722,536
845,644
584,808
690,991
702,508
564,557
948,517
905,854
963,599
865,840
973,562
838,729
622,629
796,928
793,763
540,513
699,821
694,943
793,796
702,779
739,530
964,855
913,566
560,548
858,900
830,534
821,857
766,878
943,680
542,529
561,554
995,589
641,560
704,724
733,823
951,802
754,563
883,662
820,980
732,897
830,925
921,794
541,824
594,960
982,894
823,855
912,909
890,897
703,726
592,704
908,852
957,559
559,919
967,572
965,555
528,610
731,564
654,733
905,641
869,591
787,999
830,793
782,638
700,738
547,967
922,644
547,566
540,847
581,567
912,700
714,688
763,619
646,837
801,728
782,867
513,773
871,798
854,898
564,597
897,743
684,960
825,580
760,520
934,524
697,918
772,752
781,821
560,737
953,762
976,654
952,832
683,517
851,607
838,767
656,778
740,702
800,979
884,857
718,824
608,885
585,960
740,783
742,601
738,843
763,863
647,919
983,922
909,615
700,909
552,562
973,923
709,684
550,627
613,822
589,610
880,685
881,591
898,763
753,639
583,580
964,764
657,636
914,526
690,863
843,875
713,682
988,955
527,913
965,520
939,729
973,629
659,979
734,519
728,912
853,829
995,672
720,949
524,927
524,826
532,690
928,619
571,710
756,660
943,556
584,501
644,540
998,958
536,933
733,526
715,960
756,625
803,920
960,827
892,760
711,878
764,523
550,926
609,661
675,899
588,670
679,793
989,657
975,1000
725,668
800,754
782,993
693,767
723,512
897,649
503,835
598,992
661,782
530,640
711,730
