source,target
934,881
801,814
658,628
770,709
755,688
704,688
704,721
860,855
575,588
883,610
986,859
959,829
545,970
833,787
902,690
699,633
826,969
930,614
572,542
724,617
630,952
648,826
736,827
796,707
660,997
605,634
885,685
865,845
917,995
533,830
991,808
804,655
577,992
853,824
558,906
817,945
819,766
959,926
700,595
741,996
817,639
834,802
847,581
611,612
651,910
926,576
732,900
557,863
870,609
800,611
803,780
911,615
929,586
902,818
845,965
952,700
925,961
943,900
859,892
760,828
756,962
540,921
971,980
982,980
913,915
648,863
557,785
796,869
680,869
761,629
754,650
784,721
825,647
710,985
706,927
570,824
783,724
895,711
716,693
726,978
862,640
810,987
924,727
748,523
675,673
756,687
927,679
555,893
512,763
921,886
894,514
522,789
878,841
585,778
712,703
543,823
562,558
953,555
558,760
793,790
807,729
805,769
921,905
601,575
572,927
771,807
826,937
638,965
514,575
953,801
905,578
852,988
914,874
530,616
554,868
624,834
576,605
851,930
770,722
577,751
501,701
616,711
992,944
958,836
856,592
585,859
904,821
522,503
763,677
790,946
945,506
805,866
555,754
748,552
815,970
676,845
921,847
946,721
792,985
817,715
515,746
661,944
690,695
677,700
747,806
929,951
696,956
691,954
635,656
941,599
524,636
595,588
971,668
948,723
690,607
864,696
862,504
658,816
921,959
542,596
833,523
973,968
690,986
511,726
744,700
622,733
813,722
806,685
659,657
736,532
773,732
534,617
752,980
752,872
689,862
769,725
874,614
780,916
582,842
691,894
606,645
590,914
704,569
698,515
909,967
665,589
585,849
761,610
659,772
825,725
540,636
1000,678
504,595
979,794
745,985
866,839
741,982
825,916
676,708
774,870
808,875
610,637
837,833
671,818
933,882
939,974
514,632
968,812
910,686
758,862
642,862
887,741
940,657
978,510
697,585
544,591
589,706
682,927
588,651
705,572
885,602
754,867
867,511
950,536
830,793
852,540
604,627
713,824
596,779
785,613
908,904
862,962
734,529
502,910
948,754
887,503
924,622
789,991
897,850
586,940
598,842
881,575
587,641
962,913
612,633
807,563
536,715
612,538
767,743
815,522
698,994
914,692
628,845
740,923
642,795
691,872
821,767
796,583
931,537
605,722
540,664
622,947
864,674
594,967
867,774
568,707
796,604
617,633
558,847
622,922
560,622
957,754
640,825
966,804
720,674
654,770
792,598
572,662
650,871
965,975
926,684
765,943
976,663
631,893
842,764
505,925
883,811
930,753
848,958
765,750
827,897
707,819
863,543
940,823
693,855
661,633
751,725
581,836
807,506
557,710
905,508
597,579
915,891
943,732
820,896
735,660
587,923
562,746
863,833
561,796
911,920
843,779
615,581
524,871
724,720
506,868
784,778
922,958
632,711
593,593
800,515
579,784
564,930
968,707
570,979
616,990
649,521
920,700
826,502
572,902
751,840
953,907
860,605
941,663
846,725
655,815
940,527
858,882
575,873
639,854
668,526
538,747
683,739
893,506
892,650
725,590
517,752
679,747
708,661
836,989
732,525
814,890
926,623
661,921
742,585
910,907
873,895
879,817
600,897
951,985
506,907
646,813
881,656
622,590
850,880
794,647
716,880
845,778
508,973
970,569
616,621
593,769
661,988
692,901
765,909
895,828
658,723
786,610
591,931
648,862
799,819
670,638
986,636
888,504
883,590
841,820
589,567
804,535
957,803
645,715
847,976
968,951
719,628
563,656
845,912
590,529
910,852
841,617
936,637
979,716
988,598
737,915
925,799
512,878
596,644
640,699
926,987
994,667
781,660
902,759
971,829
878,756
789,705
815,856
527,894
527,981
882,635
929,699
925,945
597,950
784,516
771,583
535,507
970,532
842,759
733,572
637,972
568,522
977,631
786,849
864,808
879,909
764,947
817,609
999,817
993,722
574,652
747,874
687,920
885,992
838,741
749,942
540,671
660,506
525,971
757,619
608,870
981,526
623,652
959,639
660,977
869,941
881,678
547,975
575,638
835,545
928,517
556,915
700,802
580,745
871,757
791,969
784,770
878,575
905,827
823,948
530,972
534,503
754,563
598,995
912,528
625,695
501,926
569,506
984,935
950,882
745,614
948,932
535,983
991,971
856,689
903,766
814,536
548,910
927,608
544,612
622,531
501,852
596,896
616,816
953,644
713,661
676,697
522,888
772,817
913,838
