source,target
964,608
748,804
923,950
981,747
627,726
960,554
711,544
602,678
509,934
662,622
873,633
521,878
698,642
991,768
814,672
897,795
524,730
607,899
543,760
607,954
653,737
923,658
812,923
599,516
772,642
657,969
736,981
739,722
893,839
538,631
944,705
766,973
773,579
859,904
887,637
948,721
708,740
621,573
716,965
686,699
930,637
590,973
862,817
564,582
907,588
603,797
755,661
751,904
582,752
987,734
504,981
634,537
827,996
573,866
823,641
971,664
591,719
716,587
558,994
918,608
826,902
544,918
846,918
505,705
649,637
866,892
670,665
735,669
767,758
627,520
858,587
929,909
689,568
934,875
698,616
858,664
709,919
655,899
921,545
831,602
605,994
894,899
701,826
892,885
685,902
620,720
965,994
991,869
645,959
901,834
712,932
578,826
547,755
748,865
873,793
977,873
699,963
860,918
822,825
516,512
957,749
792,679
715,577
609,830
669,972
680,769
700,845
789,976
614,912
817,903
754,700
884,983
613,723
945,790
521,762
721,698
980,899
764,503
969,561
974,775
950,994
735,863
796,832
648,531
887,590
827,603
964,757
943,804
926,810
525,571
733,939
886,599
905,845
801,669
532,630
740,752
625,951
912,762
671,739
762,830
750,986
883,641
999,701
572,545
727,796
533,581
563,675
598,547
957,892
576,640
971,866
867,696
723,583
927,956
791,858
842,631
679,575
771,871
710,714
532,881
693,610
623,731
874,783
894,693
832,861
730,861
749,696
809,856
869,887
865,840
906,890
899,726
794,937
893,559
711,902
977,901
714,613
548,836
748,795
554,968
862,682
640,838
775,923
826,978
774,852
751,537
503,513
553,518
657,895
879,806
517,814
999,938
916,714
843,897
920,759
770,520
735,924
508,862
554,522
578,865
712,575
854,533
975,832
605,914
610,830
803,972
821,786
843,651
764,1000
790,790
777,715
967,841
577,828
985,925
768,976
575,776
686,702
606,706
890,930
524,755
865,568
525,711
670,980
567,675
661,845
506,913
818,652
993,503
727,919
758,568
554,537
573,710
714,613
641,728
799,825
671,650
887,859
732,555
817,864
820,734
550,982
508,909
931,578
914,711
529,997
572,516
818,922
793,887
531,585
570,859
847,617
673,797
671,776
617,618
647,941
811,751
904,813
559,737
939,606
888,743
791,1000
921,699
948,772
581,922
604,776
985,714
521,617
916,755
804,664
577,838
720,531
648,728
908,758
685,848
604,638
540,979
927,635
744,744
904,609
540,814
916,772
742,542
595,571
676,657
922,544
635,734
687,904
798,620
877,938
524,996
658,652
634,857
721,658
526,815
532,771
905,520
907,957
658,795
872,976
794,592
870,768
612,958
970,928
976,951
514,973
991,827
787,678
778,558
821,547
629,891
948,622
595,706
586,573
743,579
881,683
846,995
872,622
538,734
743,807
839,918
815,914
869,682
534,708
949,533
632,698
762,663
638,919
888,885
718,650
936,971
934,905
578,790
971,960
733,838
503,625
612,696
872,810
577,717
795,912
975,972
730,794
576,884
668,885
984,959
802,911
892,699
618,595
862,558
969,775
640,937
857,851
757,544
990,777
735,546
761,880
826,831
623,629
866,704
524,676
779,696
712,627
791,678
970,792
659,504
860,864
932,591
538,817
937,972
898,707
864,588
622,607
559,567
811,510
923,539
530,841
719,591
935,837
686,803
773,814
852,703
910,963
913,859
952,714
566,772
793,973
588,929
984,774
918,724
542,833
508,759
769,990
631,920
674,776
752,873
845,834
947,660
842,799
847,650
914,906
818,612
641,643
518,917
711,639
904,691
885,574
656,724
578,838
507,924
964,863
914,867
714,872
657,763
825,722
594,599
594,799
947,659
772,802
591,991
564,635
828,840
583,732
919,515
817,649
744,506
920,833
714,940
918,610
999,869
968,657
639,998
659,895
553,992
916,549
799,801
876,784
993,995
993,755
728,827
891,903
545,814
978,505
769,606
609,754
684,945
921,697
596,547
883,863
561,662
645,726
939,754
821,579
734,555
897,705
929,605
762,537
862,789
609,748
524,901
701,518
865,693
867,531
775,788
718,517
902,599
973,769
780,823
587,844
723,914
954,697
746,584
914,923
980,634
567,880
822,613
671,990
838,856
586,969
708,995
507,756
992,891
794,759
754,540
966,519
934,505
983,678
702,865
694,606
677,671
881,578
681,656
978,545
761,746
636,613
585,785
731,783
984,999
