source,target
681,870
633,579
981,939
961,856
713,990
915,747
636,600
838,953
944,581
560,819
793,518
541,848
716,669
739,667
828,870
914,933
590,989
672,760
922,681
975,569
694,731
623,917
985,989
929,913
777,590
830,760
828,894
907,750
895,840
522,554
726,648
923,901
653,812
683,977
542,621
702,676
894,648
609,604
517,989
614,695
897,925
593,743
632,636
540,878
697,739
501,511
529,638
607,552
766,624
536,512
835,888
832,739
708,937
798,827
819,953
668,548
524,748
563,833
669,606
610,929
713,838
717,516
921,504
887,642
763,915
501,801
754,764
924,951
776,534
722,782
531,511
785,520
835,998
595,986
967,561
582,958
740,764
827,511
587,991
930,939
598,954
1000,891
908,797
769,538
972,833
872,685
902,833
638,768
763,816
521,724
823,801
639,894
999,981
630,775
571,688
813,746
995,702
634,933
956,988
746,854
776,864
613,901
767,661
802,962
816,553
749,800
694,761
685,756
609,852
730,580
543,625
886,502
836,566
547,708
619,710
871,854
831,822
816,781
761,596
907,788
833,772
838,512
935,648
614,596
543,910
743,504
722,673
745,967
727,627
603,939
772,799
959,720
652,825
881,824
848,716
641,710
860,721
941,732
555,603
576,873
833,798
900,694
517,759
931,783
534,986
733,652
504,896
783,674
983,705
696,655
745,961
646,917
971,670
800,959
635,806
960,617
545,755
513,877
758,851
820,923
938,686
996,912
712,927
519,883
678,937
664,678
693,960
732,864
844,507
962,708
685,813
767,752
820,676
595,651
698,714
968,873
631,517
624,614
986,931
593,793
527,501
611,996
602,797
780,888
887,794
545,534
982,779
554,539
927,843
710,792
877,704
842,711
610,806
504,510
683,911
641,639
502,822
504,779
937,559
721,874
868,930
697,948
603,507
764,544
654,878
510,720
766,825
528,714
603,994
671,510
567,548
622,1000
647,742
959,622
732,920
668,517
682,673
832,644
814,568
832,561
715,726
521,905
536,765
547,922
546,915
928,793
952,571
591,598
809,627
691,744
648,944
573,710
942,933
903,967
957,979
508,927
737,508
801,520
944,978
670,920
908,811
929,678
888,970
754,989
687,510
588,582
656,799
643,999
873,563
973,763
880,984
633,862
567,510
621,776
858,872
931,997
877,546
686,948
556,779
842,673
782,580
622,840
879,992
831,642
899,935
974,977
664,842
633,855
838,716
642,518
987,741
644,750
952,636
586,661
809,974
752,668
833,707
801,590
559,909
575,982
839,842
878,501
756,673
834,710
866,630
697,660
760,770
621,745
554,722
983,622
547,808
872,620
814,988
526,815
792,766
515,942
610,569
516,658
901,895
709,757
606,970
639,976
889,504
762,855
790,735
848,550
630,920
737,894
623,948
517,805
871,585
796,880
916,843
923,889
950,690
557,716
833,606
537,548
604,572
558,883
555,684
547,644
776,697
824,647
915,752
661,929
956,881
734,614
812,575
671,543
798,520
679,964
600,742
816,757
936,582
741,596
859,938
713,806
630,520
543,675
966,764
880,867
708,755
669,884
961,985
510,623
602,787
782,869
532,667
948,511
516,958
844,759
944,677
500,848
966,972
659,754
631,551
740,741
789,791
939,804
797,757
755,712
736,618
566,540
628,545
534,862
975,836
675,728
879,684
591,812
931,580
551,557
768,664
886,910
605,512
528,702
735,516
737,641
1000,725
704,983
645,501
813,729
533,728
507,685
981,713
958,511
844,916
501,736
753,534
583,751
961,639
639,531
808,970
921,936
971,882
765,662
503,548
905,797
792,520
701,750
895,755
756,748
520,619
703,544
785,988
605,704
844,752
858,820
640,550
875,524
879,807
681,607
985,512
526,823
805,583
709,843
692,541
899,824
568,507
598,654
645,591
854,716
947,925
568,993
921,915
788,890
674,683
549,596
864,844
744,660
683,703
807,848
727,990
628,958
610,745
571,675
620,834
762,733
619,781
919,955
799,510
586,529
889,661
712,887
777,833
876,984
614,539
945,946
945,865
574,647
731,502
717,697
914,562
658,886
854,601
611,722
889,850
916,562
696,831
923,642
862,762
892,990
818,915
889,663
905,936
877,768
844,935
875,549
901,868
720,862
628,928
723,708
613,965
657,869
972,808
636,560
750,875
798,904
739,962
698,507
739,684
861,871
573,852
738,977
868,992
608,597
904,731
589,533
760,808
769,797
635,826
866,784
548,715
578,994
927,748
908,901
