source,target
927,847
696,768
943,628
699,885
780,763
661,730
549,741
502,829
961,628
701,920
517,960
813,846
974,905
696,533
598,907
598,794
870,654
761,986
519,868
891,973
784,619
825,994
930,545
681,824
839,829
859,614
965,686
614,735
848,727
860,665
765,614
886,528
658,732
602,936
969,823
694,942
843,602
729,608
963,615
626,532
923,774
570,762
600,893
838,689
582,990
914,662
677,812
772,669
515,991
918,821
613,577
932,696
765,504
904,795
763,699
788,636
530,551
536,614
631,783
753,826
735,900
586,711
906,726
532,950
765,679
621,569
622,762
668,564
1000,805
620,972
805,888
600,994
636,513
845,926
503,902
803,830
594,945
522,508
576,535
940,608
857,714
676,531
789,941
628,572
993,727
823,532
722,687
940,915
769,756
709,689
967,744
516,567
895,530
884,586
941,886
835,556
862,673
763,606
610,640
923,563
667,999
738,645
564,620
568,809
629,978
782,580
891,727
815,917
938,598
724,880
733,927
600,971
627,980
861,674
529,761
746,847
527,567
843,844
745,936
811,691
695,701
578,922
888,672
912,675
839,598
947,608
888,905
970,639
900,516
627,708
635,936
752,818
693,927
596,779
602,815
925,637
743,659
764,976
813,844
780,799
949,548
838,620
766,783
733,773
520,649
770,844
890,533
763,659
556,582
877,812
716,795
798,602
905,762
874,555
735,669
725,726
715,613
539,913
972,560
907,1000
607,782
895,618
698,834
624,941
951,916
534,971
594,966
959,852
742,562
778,678
727,692
626,576
625,705
916,688
924,568
715,787
707,733
974,630
878,766
776,608
542,752
619,985
663,579
717,597
801,664
732,993
719,638
847,1000
914,764
769,586
502,633
809,927
618,975
605,621
820,912
804,657
536,610
609,765
575,657
590,519
562,670
594,789
829,539
974,638
535,706
861,943
793,880
849,852
925,971
901,747
977,869
815,509
698,852
833,605
624,1000
782,817
642,962
761,890
765,547
657,635
856,830
801,990
882,666
741,605
522,772
868,826
919,528
921,926
677,750
714,776
919,647
745,662
862,762
650,649
848,590
574,879
624,798
793,752
879,584
526,890
694,893
957,847
689,944
816,846
881,602
985,992
609,569
988,681
504,588
912,775
841,899
998,763
933,691
552,537
537,777
759,660
609,772
619,717
800,639
874,674
718,635
952,603
664,846
826,986
928,640
704,658
800,639
732,530
555,621
787,548
753,844
915,783
504,938
988,808
792,851
600,888
798,944
937,761
573,520
832,847
781,660
843,546
743,609
606,869
979,565
964,865
789,736
721,817
848,709
928,698
983,586
607,912
982,547
742,529
842,924
692,833
708,775
617,979
990,763
856,577
617,825
847,629
676,858
883,624
843,598
632,809
776,718
748,817
770,682
894,906
777,856
606,890
529,986
911,761
822,760
504,722
715,941
959,543
856,797
609,911
800,789
582,975
779,841
871,507
909,708
833,973
937,665
798,850
974,927
570,700
917,965
744,789
692,636
722,727
983,783
872,552
743,673
912,771
742,527
966,737
712,919
705,506
690,731
768,935
970,991
672,721
751,741
790,913
646,563
659,903
543,944
581,969
594,906
785,751
536,554
807,706
563,887
634,981
837,652
861,738
956,883
977,814
633,778
929,864
909,658
941,564
724,504
958,517
703,974
839,957
972,726
823,772
974,883
898,584
767,895
822,705
803,878
990,936
737,996
929,502
693,503
924,716
699,613
954,603
620,556
890,687
624,599
645,997
638,911
982,719
572,764
740,926
639,588
979,951
906,639
872,832
867,714
805,939
524,983
912,614
680,840
536,752
778,571
759,542
917,785
548,608
794,584
630,722
801,677
625,632
771,617
614,716
567,570
655,543
719,508
592,665
718,948
986,983
684,865
833,757
861,838
597,543
732,513
717,765
692,821
924,541
537,608
602,830
830,881
800,500
527,515
695,915
882,742
752,772
634,612
797,904
551,897
858,637
933,816
979,977
628,987
993,742
756,912
578,843
698,593
978,567
724,650
856,913
665,503
555,584
756,793
802,715
778,649
656,522
598,662
904,626
669,526
550,957
776,698
832,805
751,999
943,670
814,901
529,532
776,565
915,592
505,620
941,831
765,698
871,743
668,544
724,506
725,739
914,999
527,757
997,737
815,793
891,699
749,905
989,506
519,726
593,931
657,745
645,986
838,868
698,505
829,754
580,834
656,791
924,536
968,947
652,601
620,755
562,765
953,597
912,967
